SpeciesCode,ScientificName,CommonName,Tree Type,SppValueAssignment,Species Rating (%),Basic Price ($/sq in),Palm Trunk Cost($/ft),Replacement Cost ($),TAr (sq Inches),region
PRCE,Prunus cerasifera,Cherry plum,BDS,BDS OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
PRDO,Prunus domestica,Common plum,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
PRLY,Prunus ilicifolia ssp. lyonii,Catalina cherry,BDS,BDS OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
PRPE2,Prunus persica,Peach,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
PRSE2,Prunus serrulata,Kwanzan cherry,BDS,BDS OTHER,10,62,0,1482,23.75,SoCalCSMA
PSCA,Psidium cattleianum,Strawberry guava,BES,BES OTHER,90,118,0,1482,12.560009765625,SoCalCSMA
PSME,Pseudotsuga menziesii,Douglas fir,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
PYCA,Pyrus calleryana,Callery pear,BES,BES OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
PYCO,Pyrus communis,Common pear,BES,BES OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
PYKA,Pyrus kawakamii,Evergreen pear,BES,BES OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
QUAG,Quercus agrifolia,Coastal live oak; California live oak,BEL,BEL OTHER,90,62,0,1482,23.75,SoCalCSMA
QUIL2,Quercus ilex,Roble negro,BEL,BEL OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
RARI,Ravenea rivularis,Majesty palm,PES,PES OTHER,90,0,25,650,15,SoCalCSMA
ROPS,Robinia pseudoacacia,Black locust,BDL,BDL OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
SAMA,Salix matsudana,Corkscrew willow,BDL,BDL OTHER,70,45,0,1482,33.17001953125,SoCalCSMA
SAPE12,Salix x pendulina Wenderoth,Wisconsin weeping willow,BDL,BDL OTHER,70,62,0,1482,23.75,SoCalCSMA
SCMO,Schinus molle,California peppertree,BEM,BEM OTHER,70,62,0,1482,23.75,SoCalCSMA
SCTE,Schinus terebinthifolius,Brazilian pepper,BES,SCTE,70,62,0,1482,23.75,SoCalCSMA
SESE,Sequoia sempervirens,Coast redwood,CEL,CEL OTHER,70,45,0,1482,33.17001953125,SoCalCSMA
STNI,Strelitzia nicolai,Bird of paradise tree,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
STSI,Stenocarpus sinuatus,Firewheel tree,BES,BES OTHER,90,118,0,1482,12.560009765625,SoCalCSMA
SYPA2,Syzygium paniculatum,Brush cherry,BEM,BEM OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
TAMU,Taxodium mucronatum,Montezuma cypress,BDL,BDL OTHER,90,62,0,1482,23.75,SoCalCSMA
THOR,Platycladus orientalis,Oriental arbor vitae,CES,CES OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
THPE3,Thevetia peruviana,Luckynut,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
TRCO,Tristaniopsis conferta,Brisbane box,BES,TRCO,70,118,0,1482,12.560009765625,SoCalCSMA
TRFO,Trachycarpus fortunei,Windmill palm,PES,PES OTHER,90,0,50,1100,15,SoCalCSMA
TRLA,Tristaniopsis laurina,Water gum; kanooka,BES,BES OTHER,90,118,0,1482,12.560009765625,SoCalCSMA
TUCA,Tupidanthus calyptratus,Tupidanthus,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
ULPA,Ulmus parvifolia,Chinese elm,BEL,BEL OTHER,70,62,0,1482,23.75,SoCalCSMA
ULPU,Ulmus pumila,Siberian elm,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
VITI2,Viburnum tinus,Laurustinus,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
WAFI,Washingtonia filifera,California palm,PES,WARO,50,0,25,775,15,SoCalCSMA
WARO,Washingtonia robusta,Mexican fan palm,PES,WARO,90,0,10,425,15,SoCalCSMA
XYCO,Xylosma congestum,Shiny xylosma,PES,PES OTHER,50,0,25,650,15,SoCalCSMA
YU1,Yucca  species,Yucca,PES,PES OTHER,50,0,25,650,15,SoCalCSMA
YUGL2,Yucca gloriosa,Moundlily yucca,PES,PES OTHER,50,0,25,650,15,SoCalCSMA
YUGU,Yucca guatemalensis,Bluestem yucca,PES,PES OTHER,50,0,25,650,15,SoCalCSMA
EULE2,Eucalyptus lehmannii,Bushy yate,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
EUOC9,Eucalyptus occidentalis,Flat-top yate,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
FIRE4,Ficus retusa ssp. nitida,Indian laurel fig,BEM,BEM OTHER,30,62,0,1482,23.75,SoCalCSMA
FISI,Firmiana simplex,Chinese parasoltree,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
FRMA6,Fraxinus malacophylla,Ash,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
ACBU,Acer buergerianum,Trident maple,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
ACNE,Acer negundo,Boxelder,BDL,BDL OTHER,30,62,0,1482,23.75,SoCalCSMA
ACOB,Acer oblongum,Evergreen maple,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
ACPE1,Acacia pendula,Weeping myall,BDL,BDL OTHER,30,62,0,1482,23.75,SoCalCSMA
ALEX,Alectryon excelsus,Titoki,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
BABL,Bauhinia x blakeana,Blake's bauhinia,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
BAPU,Bauhinia purpurea,Orchid tree,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
BENI,Betula nigra,River birch,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
BERE,Beaucarnea recurvata,Pony-tail palm,PES,PES OTHER,70,84,0,1482,17.71,SoCalCSMA
BIJA,Bischofia javanica,Toog,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
BR1,Brachychiton  species,Brachychiton,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
BRAC2,Brachychiton acerifolium,Arbol de la llama,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
BROC,Brachychiton populneum,Kurrajong,BEM,BEM OTHER,30,62,0,1482,23.75,SoCalCSMA
CA52,Casuarina  species,Sheoak,CEL,CEL OTHER,90,45,0,1482,33.17,SoCalCSMA
CASA5,Callistemon salignus,White bottlebrush,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
CASP11,Caesalpinia spinosa,Spiny holdback,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
CEFI2,Cedrela fissilis,Brazilian cedar wood,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
CEOC3,Cercis occidentalis,Western redbud,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
CRPA,Crinodendron patagua,Patagua,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
CRRU,Cryptocarya rubra,Cryptocarya,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
ERFA,Erythrina falcata,Corticeira-da-serra,BEM,BEM OTHER,30,62,0,1482,23.75,SoCalCSMA
ERHU4,Erythrina humeana,Natal coral tree,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
EUCA,Eucalyptus calophylla,Redgum,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
HACA4,Harpephyllum caffrum,Kaffir plum,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
HASU,Hakea suaveolens,Sweet hakea; Scented hakea,CES,CES OTHER,90,45,0,1482,33.17,SoCalCSMA
HEAR,Heteromeles arbutifolia,Christmasberry,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
HIRO-SI,Hibiscus rosa-sinensis,Chinese hibiscus,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
HOFO,Howea forsteriana,Forster sentry palm,PEM,PEM OTHER,70,84,0,1482,17.71,SoCalCSMA
HYFL,Hymenosporum flavum,Sweetshade; Australian fragipani,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
JURE,Juglans regia,English walnut,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
KOPA,Koelreuteria paniculata,Goldenrain tree,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
LELA12,Leptospermum laevigata,Coastal teatree,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
LIAU9,Livistona australis,Australian fan palm,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
MAFL80,Malus floribunda,Japanese flowering crabapple,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
MAIN8,Macadamia integrifolia,Macadamia nut,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
MALU4,Markhamia lutea,Siala,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
MAPU,Malus sylvestris,Apple,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
MASO,Magnolia x soulangiana,Chinese magnolia; Saucer magnolia,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
MEBR9,Melaleuca bracteata,River teatree,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
MEST,Melaleuca styphelioides,Melaleuca,BEM,BEM OTHER,30,62,0,1482,23.75,SoCalCSMA
PEIN17,Persea indica,Indian bay,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
PHFR,Photinia x fraseri,Fraser photinia,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
PICH,Pistacia chinensis,Chinese pistache,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
PIRO,Pinus roxburghii,Chir pine,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
PRCA2,Prunus campanulata,Taiwan cherry,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
PRDU,Prunus amygdalus,Almendro,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
QURU,Quercus rubra,Northern red oak,BDL,BDL OTHER,30,62,0,1482,23.75,SoCalCSMA
QUSA2,Quillaja saponaria,Quillay,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
QUSU,Quercus suber,Cork oak,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
QUVI,Quercus virginiana,Live oak,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
RASA5,Rauvolfia samarensis,Rauvolfia,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
RHBA7,Rhopalostylis baueri,Norfolk Island palm,PES,PES OTHER,70,84,0,1482,17.71,SoCalCSMA
RHLA,Rhus lancea,African sumac,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
SASA,Sapindus saponaria,Wingleaf soapberry,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
SCPO,Schinus polygamus,Huingan,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
SO1,Lycianthes rantonnei,Paraguay nightshade,BES,BES OTHER,10,62,0,1482,23.75,SoCalCSMA
SPCA,Spathodea campanulata,African tulip tree,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
TACH3,Tabebuia chrysotricha,Ipe-amarelo,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
ULAM,Ulmus americana,American elm,BDL,BDL OTHER,30,62,0,1482,23.75,SoCalCSMA
UMCA,Umbellularia californica,California laurel,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
VILU6,Vitex lucens,Puriri,BEL,BEL OTHER,30,62,0,1482,23.75,SoCalCSMA
BDL OTHER,Broadleaf Deciduous Large,Broadleaf Deciduous Large,BDL,PLAC,70,62,0,1482,23.75,SoCalCSMA
BDM OTHER,Broadleaf Deciduous Medium,Broadleaf Deciduous Medium,BDM,LIST,70,62,0,1482,23.75,SoCalCSMA
BDS OTHER,Broadleaf Deciduous Small,Broadleaf Deciduous Small,BDS,JAMI,70,84,0,1482,17.710009765625,SoCalCSMA
BEL OTHER,Broadleaf Evergreen Large,Broadleaf Evergreen Large,BEL,EUFI81,70,84,0,1482,17.710009765625,SoCalCSMA
BEM OTHER,Broadleaf Evergreen Medium,Broadleaf Evergreen Medium,BEM,CICA,90,84,0,1482,17.710009765625,SoCalCSMA
BES OTHER,Broadleaf Evergreen Small,Broadleaf Evergreen Small,BES,POMA,70,118,0,1482,12.560009765625,SoCalCSMA
CEL OTHER,Conifer Evergreen Large,Conifer Evergreen Large,CEL,CEDE,90,45,0,1482,33.17001953125,SoCalCSMA
CEM OTHER,Conifer Evergreen Medium,Conifer Evergreen Medium,CEM,PIBR2,70,62,0,1482,23.75,SoCalCSMA
CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5,70,118,0,1482,12.560009765625,SoCalCSMA
PEL OTHER,Palm Evergreen Large,Palm Evergreen Large,PEL,PHCA,70,0,133,3995,15,SoCalCSMA
PEM OTHER,Palm Evergreen Medium,Palm Evergreen Medium,PEM,PHDA4,70,0,43,1345,15,SoCalCSMA
PES OTHER,Palm Evergreen Small,Palm Evergreen Small,PES,WARO,50,0,25,650,15,SoCalCSMA
ACBU,Acer buergeranum,Trident maple,BDM,ACRU,70,66,0,530,7.0650048828125,GulfCoCHS
ACGI,Acer ginnala,Amur maple,BDS,ACRU,75,66,0,530,7.0650048828125,GulfCoCHS
ACNE,Acer negundo,Boxelder,BDM,ACRU,17,66,0,530,7.0650048828125,GulfCoCHS
ACPA,Acer palmatum,Japanese maple,BDS,ACRU,70,66,0,530,7.0650048828125,GulfCoCHS
ACRU,Acer rubrum,Red maple,BDL,ACRU,87,66,0,530,7.0650048828125,GulfCoCHS
ACRU_O,Acer rubrum 'October glory',October glory red maple,BDM,ACRU,87,66,0,530,7.0650048828125,GulfCoCHS
ACSA1,Acer saccharinum,Silver maple,BDL,ACRU,45,66,0,530,7.0650048828125,GulfCoCHS
ACSA2,Acer saccharum,Sugar maple,BDL,ACRU,30,66,0,530,7.0650048828125,GulfCoCHS
AEGL,Aesculus glabra,Ohio buckeye,BDL,BDL OTHER,50,66,0,530,7.0650048828125,GulfCoCHS
ALJU,Albizia julibrissin,Mimosa,BDS,BDS OTHER,45,66,0,530,7.0650048828125,GulfCoCHS
BENI,Betula nigra,River birch,BDM,BDM OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
BRPA,Broussonetia papyrifera,Paper mulberry,BDM,BDM OTHER,65,66,0,530,7.0650048828125,GulfCoCHS
BUCA,Butia capitata,Jelly palm,PES,BUCA,70,0,24,540,15,GulfCoCHS
CA1,Carya  species,Hickory,BDL,CAIL,77,66,0,530,7.0650048828125,GulfCoCHS
CABI,Catalpa bignonioides,Southern catalpa,BDM,BDM OTHER,50,66,0,530,7.0650048828125,GulfCoCHS
CACA,Carpinus caroliniana,American hornbeam,BDM,BDM OTHER,77,66,0,530,7.0650048828125,GulfCoCHS
CACO,Carya cordiformis,Bitternut hickory,BDL,CAIL,75,66,0,530,7.0650048828125,GulfCoCHS
CAGL,Carya glabra,Pignut hickory,BDL,CAIL,77,66,0,530,7.0650048828125,GulfCoCHS
CAIL,Carya illinoensis,Pecan,BDL,CAIL,80,66,0,530,7.0650048828125,GulfCoCHS
CASA,Camellia sasanqua,Sasanqua camellia,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
CATO,Carya tomentosa,Mockernut hickory,BDL,CAIL,75,66,0,530,7.0650048828125,GulfCoCHS
CECA,Cercis canadensis,Eastern redbud,BDS,BDS OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
CELA,Celtis laevigata,Sugarberry,CEL,CELA,75,66,0,530,7.0650048828125,GulfCoCHS
CHHU,Chamaerops humilis,Mediterranean fan palm,PES,PES OTHER,70,0,50,1125,15,GulfCoCHS
CHTH,Chamaecyparis thyoides,Atlantic white cedar,CEL,CEL OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
CIAU2,Citrus aurantium,Sour orange,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
CICA,Cinnamomum camphora,Camphor tree,BEM,BEM OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
CLLU,Cladrastis kentukea,Yellowwood,BDM,BDM OTHER,45,66,0,530,7.0650048828125,GulfCoCHS
COFL,Cornus florida,Flowering dogwood,BDS,COFL,90,66,0,530,7.0650048828125,GulfCoCHS
COKO,Cornus kousa,Kousa dogwood,BDS,COFL,80,66,0,530,7.0650048828125,GulfCoCHS
CRPH,Crataegus phaenopyrum,Washington hawthorn,BDS,BDS OTHER,75,66,0,530,7.0650048828125,GulfCoCHS
CULE2,x Cupressocyparis leylandii,Leyland cypress,CEL,CEL OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
CUSE,Cupressus sempervirens,Italian cypress,CEM,CEM OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
CYRE11,Cycas revoluta,Sago palm,PES,PES OTHER,70,0,150,3375,15,GulfCoCHS
DIVI,Diospyros virginiana,Common persimmon,BDM,BDM OTHER,60,66,0,530,7.0650048828125,GulfCoCHS
ERJA,Eriobotrya japonica,Loquat tree,BES,BES OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
EUCI,Eucalyptus cinerea,Silver dollar eucalyptus,BEM,BEM OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
EUSA,Eucalyptus saligna,Sydney blue gum,BEL,BEL OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
FISI,Firmiana simplex,Chinese parasoltree,BDM,BDM OTHER,65,66,0,530,7.0650048828125,GulfCoCHS
FOIN3,Forsythia x intermedia,Showy forsythia,BDS,BDS OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
FRAM,Fraxinus americana,White ash,BDL,BDL OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
FRPE,Fraxinus pennsylvanica,Green ash,BDL,BDL OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
GIBI,Ginkgo biloba,Ginkgo,BDL,BDL OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
GLTR,Gleditsia triacanthos,Honeylocust,BDL,GLTR,55,66,0,530,7.0650048828125,GulfCoCHS
HIMU3,Hibiscus mutabilis,Dixie rosemallow,BDS,BDS OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
HISY,Hibiscus syriacus,Rose-of-sharon,BDS,BDS OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
ILAT,Ilex x attenuata,Topal holly,BES,ILOP,90,66,0,530,7.0650048828125,GulfCoCHS
ILCA,Ilex cassine,Dahoon,BES,ILOP,90,66,0,530,7.0650048828125,GulfCoCHS
ILCO2,Ilex cornuta,Chinese holly,BES,ILOP,90,66,0,530,7.0650048828125,GulfCoCHS
ILMY,Ilex myrtifolia,Myrtle dahoon,BES,ILOP,90,66,0,530,7.0650048828125,GulfCoCHS
ILOP,Ilex opaca,American holly,BES,ILOP,90,66,0,530,7.0650048828125,GulfCoCHS
ILOP_S,Ilex opaca x attenuata 'Savannah',Savannah holly,BEM,ILOP,90,66,0,530,7.0650048828125,GulfCoCHS
ILSP,Ilex species,Holly,BES,ILOP,80,66,0,530,7.0650048828125,GulfCoCHS
ILVO,Ilex vomitoria,Yaupon,BES,ILOP,80,66,0,530,7.0650048828125,GulfCoCHS
JU,Juniperus  species,Juniper,CEM,JUVI,70,66,0,530,7.0650048828125,GulfCoCHS
JUNI,Juglans nigra,Black walnut,BDL,BDL OTHER,65,66,0,530,7.0650048828125,GulfCoCHS
JUVI,Juniperus virginiana,Eastern red cedar,CEM,JUVI,70,66,0,530,7.0650048828125,GulfCoCHS
KOBI,Koelreuteria bipinnata,Chinese flame tree,BDM,BDM OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
KOPA,Koelreuteria paniculata,Goldenrain tree,BDS,BDS OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
LA6_M,Lagerstroemia x 'Muskogee',Muskogee crapemyrtle,BDS,LAIN,90,66,0,530,7.0650048828125,GulfCoCHS
LA6_N,Lagerstroemia x 'Natchez',Natchez crapemyrtle,BDS,LAIN,90,66,0,530,7.0650048828125,GulfCoCHS
LA6_T1,Lagerstroemia x 'Tuscarora',Tuscarora crapemyrtle,BDS,LAIN,90,66,0,530,7.0650048828125,GulfCoCHS
LA6_T2,Lagerstroemia x 'Tuskegee',Tuskegee crapemyrtle,BDS,LAIN,90,66,0,530,7.0650048828125,GulfCoCHS
LAIN,Lagerstroemia indica,Common crapemyrtle,BDS,LAIN,90,66,0,530,7.0650048828125,GulfCoCHS
LIJA,Ligustrum japonicum,Chinese privet,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
LISI,Ligustrum sinense,Ligustro,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
LIST,Liquidambar styraciflua,Sweetgum,BDL,LIST,58,66,0,530,7.0650048828125,GulfCoCHS
LITU,Liriodendron tulipifera,Tulip tree,BDL,BDL OTHER,77,66,0,530,7.0650048828125,GulfCoCHS
MA2,Malus  species,Apple,BDS,BDS OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
MAGR,Magnolia grandiflora,Southern magnolia,BEM,MAGR,90,66,0,530,7.0650048828125,GulfCoCHS
MAGR_L,Magnolia grandiflora 'Little Gem',Little gem southern magnolia,BEM,BEM OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
MASO,Magnolia x soulangiana,Chinese magnolia; Saucer magnolia,BDS,BDS OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
MAST,Magnolia stellata,Star magnolia,BDS,BDS OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
MATR,Magnolia tripetala,Umbrella magnolia,BDS,BDS OTHER,65,66,0,530,7.0650048828125,GulfCoCHS
MEAZ,Melia azedarach,Chinaberry,BDM,BDM OTHER,25,66,0,530,7.0650048828125,GulfCoCHS
MEGL,Metasequoia glyptostroboides,Dawn redwood,CEL,CEL OTHER,82,66,0,530,7.0650048828125,GulfCoCHS
MORU,Morus rubra,Red mulberry,BDM,BDM OTHER,45,66,0,530,7.0650048828125,GulfCoCHS
MYCE,Myrica cerifera,Southern bayberry,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
NEOL,Nerium oleander,Oleander,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
NYSY,Nyssa sylvatica,Black tupelo,BDL,BDL OTHER,85,66,0,530,7.0650048828125,GulfCoCHS
OSFR,Osmanthus fragrans,Sweet olive,BES,BES OTHER,82,66,0,530,7.0650048828125,GulfCoCHS
PAAC,Parkinsonia aculeata,Jerusalem thorn,BDS,BDS OTHER,55,66,0,530,7.0650048828125,GulfCoCHS
PEBO,Persea borbonia,Redbay,BEL,BEL OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
PHCA,Phoenix canariensis,Canary island date palm,PEL,PHCA,70,0,300,6750,15,GulfCoCHS
PHFR,Photinia x fraseri,Fraser photinia,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
PHSE,Photinia serratifolia,Taiwanese photinia,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
PHSP2,Photinia spp.,Chokeberry,BES,BES OTHER,90,66,0,530,7.0650048828125,GulfCoCHS
PICH,Pistacia chinensis,Chinese pistache,BDM,BDM OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
PICO5,Pinus contorta var. bolanderi,Bolander beach pine,CES,PICO5,50,66,0,530,7.0650048828125,GulfCoCHS
PIEC,Pinus echinata,Shortleaf pine,CEL,PITA,40,66,0,530,7.0650048828125,GulfCoCHS
PIEL,Pinus elliottii,Slash pine,CEL,PITA,35,66,0,530,7.0650048828125,GulfCoCHS
PINI,Pinus nigra,Austrian pine,CEM,JUVI,65,66,0,530,7.0650048828125,GulfCoCHS
PIPA,Pinus palustris,Longleaf pine,CEL,PITA,87,66,0,530,7.0650048828125,GulfCoCHS
PIPU,Picea pungens,Blue spruce,CEL,PITA,0,66,0,530,7.0650048828125,GulfCoCHS
PIST,Pinus strobus,Eastern white pine,CEL,PITA,0,66,0,530,7.0650048828125,GulfCoCHS
PITA,Pinus taeda,Loblolly pine,CEL,PITA,80,66,0,530,7.0650048828125,GulfCoCHS
PIVI,Pinus virginiana,Virginia pine,CEM,JUVI,50,66,0,530,7.0650048828125,GulfCoCHS
PLAC,Platanus hybrida,London planetree,BDL,PLOC,55,66,0,530,7.0650048828125,GulfCoCHS
PLAC_B,Platanus acerifolia 'Bloodgood',London planetree 'Bloodgood',BDL,PLOC,55,66,0,530,7.0650048828125,GulfCoCHS
PLOC,Platanus occidentalis,American sycamore,BDL,PLOC,60,66,0,530,7.0650048828125,GulfCoCHS
POAL,Populus alba,White poplar,BDL,BDL OTHER,27,66,0,530,7.0650048828125,GulfCoCHS
PODE,Populus deltoides,Eastern cottonwood,BDL,BDL OTHER,27,66,0,530,7.0650048828125,GulfCoCHS
POMA,Podocarpus macrophyllus,Yew podocarpus,BEM,BEM OTHER,55,66,0,530,7.0650048828125,GulfCoCHS
PR,Prunus species,Plum,BDS,BDS OTHER,35,66,0,530,7.0650048828125,GulfCoCHS
PRAM,Prunus americana,American plum,BDS,BDS OTHER,40,66,0,530,7.0650048828125,GulfCoCHS
PRCA,Prunus caroliniana,Carolina laurelcherry,BEM,BEM OTHER,60,66,0,530,7.0650048828125,GulfCoCHS
PRCE,Prunus cerasifera,Cherry plum,BDS,BDS OTHER,35,66,0,530,7.0650048828125,GulfCoCHS
PRPE2,Prunus persica,Peach,BDS,BDS OTHER,50,66,0,530,7.0650048828125,GulfCoCHS
PRSE1,Prunus serotina,Black cherry,BDL,BDL OTHER,30,66,0,530,7.0650048828125,GulfCoCHS
PRSE2,Prunus serrulata,Kwanzan cherry,BDS,BDS OTHER,35,66,0,530,7.0650048828125,GulfCoCHS
PYAN,Malus angustifolia,Southern crabapple,BDS,BDS OTHER,70,66,0,530,7.0650048828125,GulfCoCHS
PYCA,Pyrus calleryana,Callery pear,BDM,PYCA,65,66,0,530,7.0650048828125,GulfCoCHS
PYCA_B,Pyrus calleryana 'Bradford',Bradford pear,BDM,PYCA,65,66,0,530,7.0650048828125,GulfCoCHS
PYCO,Pyrus communis,Common pear,BDM,PYCA,65,66,0,530,7.0650048828125,GulfCoCHS
PYCO2,Pyracantha coccinea,Fire thorn,BES,BES OTHER,25,66,0,530,7.0650048828125,GulfCoCHS
QU,Quercus  species,Oak,BDL,BDL OTHER,60,66,0,530,7.0650048828125,GulfCoCHS
QUAC,Quercus acutissima,Sawtooth oak,BDM,BDM OTHER,87,66,0,530,7.0650048828125,GulfCoCHS
QUAL,Quercus alba,White oak,BDL,BDL OTHER,92,66,0,530,7.0650048828125,GulfCoCHS
QUCI,Quercus incana,Bluejack oak,BES,BES OTHER,40,66,0,530,7.0650048828125,GulfCoCHS
QUCO,Quercus coccinea,Scarlet oak,BDL,BDL OTHER,60,66,0,530,7.0650048828125,GulfCoCHS
QUFA,Quercus falcata,Southern red oak,BDL,BDL OTHER,77,66,0,530,7.0650048828125,GulfCoCHS
QUHE,Quercus hemisphaerica,Darlington oak,BEM,BEM OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
QULA1,Quercus laevis,Turkey oak,BDM,BDM OTHER,40,66,0,530,7.0650048828125,GulfCoCHS
QULA2,Quercus laurifolia,Laurel oak,BDL,QULA2,80,66,0,530,7.0650048828125,GulfCoCHS
QUMI,Quercus michauxii,Swamp chestnut oak,BDL,BDL OTHER,80,66,0,530,7.0650048828125,GulfCoCHS
